SoilNum                          CropName                         YEAR                             Month                            AmtKg                            Npct
()                               ()                               ()                               ()                               ()                               ()
2                                Native                           1970                             1                                100                              0.6
2                                Native                           1970                             2                                100                              0.5
2                                Native                           1970                             3                                200                              0.5
2                                Native                           1970                             4                                200                              0.5
2                                Native                           1970                             5                                400                              1.2
2                                Native                           1970                             6                                400                              2.0
2                                Native                           1970                             7                                400                              1.7
2                                Native                           1970                             8                                500                              1.3
2                                Native                           1970                             9                                400                              1.0
2                                Native                           1970                             10                               1000                             0.9
2                                Native                           1970                             11                               300                              0.8
2                                Native                           1970                             12                               300                              0.7
2                                Native                           1971                             1                                300                              0.6
2                                Native                           1971                             2                                300                              0.5
2                                Native                           1971                             3                                200                              0.5
2                                Native                           1971                             4                                200                              0.5
2                                Native                           1971                             5                                1000                             1.8
2                                Native                           1971                             6                                600                              1.7
2                                Native                           1971                             7                                600                              1.6
2                                Native                           1971                             8                                1000                             1.5
2                                Native                           1971                             9                                800                              1.2
2                                Native                           1971                             10                               100                              1.0
2                                Native                           1971                             11                               100                              0.8
2                                Native                           1971                             12                               100                              0.7
2                                Native                           1972                             1                                100                              0.6
2                                Native                           1972                             2                                100                              0.5
2                                Native                           1972                             3                                100                              0.5
2                                Native                           1972                             4                                100                              0.5
2                                Native                           1972                             5                                300                              1.3
2                                Native                           1972                             6                                400                              2.0
2                                Native                           1972                             7                                400                              1.6
2                                Native                           1972                             8                                400                              1.2
2                                Native                           1972                             9                                300                              1.0
2                                Native                           1972                             10                               300                              1.0
2                                Native                           1972                             11                               200                              0.9
2                                Native                           1972                             12                               200                              0.7
2                                Native                           1973                             1                                200                              0.6
2                                Native                           1973                             2                                200                              0.5
2                                Native                           1973                             3                                200                              0.5
2                                Native                           1973                             4                                200                              0.5
2                                Native                           1973                             5                                400                              1.2
2                                Native                           1973                             6                                500                              2.0
2                                Native                           1973                             7                                500                              1.7
2                                Native                           1973                             8                                400                              1.4
2                                Native                           1973                             9                                400                              1.2
2                                Native                           1973                             10                               400                              1.0
2                                Native                           1973                             11                               300                              0.9
2                                Native                           1973                             12                               300                              0.6
2                                Native                           1974                             1                                300                              0.6
2                                Native                           1974                             2                                300                              0.5
2                                Native                           1974                             3                                200                              0.5
2                                Native                           1974                             4                                200                              0.5
2                                Native                           1974                             5                                400                              1.4
2                                Native                           1974                             6                                400                              1.6
2                                Native                           1974                             7                                300                              2.0
2                                Native                           1974                             8                                400                              1.3
2                                Native                           1974                             9                                200                              1.0
2                                Native                           1974                             10                               200                              0.8
2                                Native                           1974                             11                               200                              0.7
2                                Native                           1974                             12                               100                              0.7
2                                Native                           1975                             1                                100                              0.6
2                                Native                           1975                             2                                100                              0.5
2                                Native                           1975                             3                                100                              0.5
2                                Native                           1975                             4                                100                              0.5
2                                Native                           1975                             5                                300                              1.3
2                                Native                           1975                             6                                300                              2.0
2                                Native                           1975                             7                                300                              1.8
2                                Native                           1975                             8                                300                              1.6
2                                Native                           1975                             9                                300                              1.2
2                                Native                           1975                             10                               300                              1.0
2                                Native                           1975                             11                               200                              0.9
2                                Native                           1975                             12                               200                              0.8
2                                Native                           1976                             1                                200                              0.7
2                                Native                           1976                             2                                200                              0.5
2                                Native                           1976                             3                                200                              0.5
2                                Native                           1976                             4                                200                              0.5
2                                Native                           1976                             5                                300                              1.2
2                                Native                           1976                             6                                300                              2.0
2                                Native                           1976                             7                                300                              1.7
2                                Native                           1976                             8                                300                              1.5
2                                Native                           1976                             9                                300                              1.3
2                                Native                           1976                             10                               300                              1.1
2                                Native                           1976                             11                               300                              0.9
2                                Native                           1976                             12                               300                              0.7
2                                Native                           1977                             1                                300                              0.6
2                                Native                           1977                             2                                300                              0.6
2                                Native                           1977                             3                                200                              0.5
2                                Native                           1977                             4                                200                              0.5
2                                Native                           1977                             5                                200                              0.5
2                                Native                           1977                             6                                200                              1.7
2                                Native                           1977                             7                                200                              2.0
2                                Native                           1977                             8                                200                              1.7
2                                Native                           1977                             9                                100                              1.5
2                                Native                           1977                             10                               100                              1.3
2                                Native                           1977                             11                               100                              1.0
2                                Native                           1977                             12                               100                              0.9
2                                Native                           1978                             1                                100                              0.7
2                                Native                           1978                             2                                100                              0.6
2                                Native                           1978                             3                                100                              0.5
2                                Native                           1978                             4                                100                              0.5
2                                Native                           1978                             5                                300                              1.3
2                                Native                           1978                             6                                400                              2.0
2                                Native                           1978                             7                                400                              1.8
2                                Native                           1978                             8                                500                              1.6
2                                Native                           1978                             9                                300                              1.3
2                                Native                           1978                             10                               300                              1.1
2                                Native                           1978                             11                               200                              1.0
2                                Native                           1978                             12                               200                              0.8
2                                Native                           1979                             1                                200                              0.7
2                                Native                           1979                             2                                200                              0.6
2                                Native                           1979                             3                                200                              0.5
2                                Native                           1979                             4                                200                              0.5
2                                Native                           1979                             5                                400                              1.2
2                                Native                           1979                             6                                400                              2.0
2                                Native                           1979                             7                                400                              1.7
2                                Native                           1979                             8                                400                              1.5
2                                Native                           1979                             9                                400                              1.2
2                                Native                           1979                             10                               300                              0.9
2                                Native                           1979                             11                               300                              0.7
2                                Native                           1979                             12                               300                              0.6
2                                Native                           1980                             1                                300                              0.6
2                                Native                           1980                             2                                300                              0.5
2                                Native                           1980                             3                                200                              0.5
2                                Native                           1980                             4                                200                              0.5
2                                Native                           1980                             5                                200                              0.5
2                                Native                           1980                             6                                300                              1.2
2                                Native                           1980                             7                                400                              1.5
2                                Native                           1980                             8                                400                              1.3
2                                Native                           1980                             9                                300                              1.0
2                                Native                           1980                             10                               200                              0.8
2                                Native                           1980                             11                               150                              0.7
2                                Native                           1980                             12                               150                              0.5
2                                Native                           1981                             1                                100                              0.5
2                                Native                           1981                             2                                50                               0.5
2                                Native                           1981                             3                                50                               0.5
2                                Native                           1981                             4                                50                               0.5
2                                Native                           1981                             5                                300                              1.3
2                                Native                           1981                             6                                400                              2.0
2                                Native                           1981                             7                                400                              1.6
2                                Native                           1981                             8                                400                              1.2
2                                Native                           1981                             9                                300                              0.9
2                                Native                           1981                             10                               300                              0.8
2                                Native                           1981                             11                               200                              0.7
2                                Native                           1981                             12                               200                              0.6
2                                Native                           1982                             1                                200                              0.5
2                                Native                           1982                             2                                200                              0.5
2                                Native                           1982                             3                                200                              0.5
2                                Native                           1982                             4                                200                              0.5
2                                Native                           1982                             5                                400                              1.2
2                                Native                           1982                             6                                400                              2.0
2                                Native                           1982                             7                                400                              1.7
2                                Native                           1982                             8                                400                              1.3
2                                Native                           1982                             9                                400                              1.0
2                                Native                           1982                             10                               300                              0.8
2                                Native                           1982                             11                               300                              0.7
2                                Native                           1982                             12                               300                              0.6
2                                Native                           1983                             1                                300                              0.6
2                                Native                           1983                             2                                300                              0.5
2                                Native                           1983                             3                                200                              0.5
2                                Native                           1983                             4                                200                              0.5
2                                Native                           1983                             5                                200                              0.5
2                                Native                           1983                             6                                200                              1.2
2                                Native                           1983                             7                                200                              2.0
2                                Native                           1983                             8                                200                              1.8
2                                Native                           1983                             9                                100                              1.5
2                                Native                           1983                             10                               50                               1.2
2                                Native                           1983                             11                               50                               1.0
2                                Native                           1983                             12                               50                               0.9
2                                Native                           1984                             1                                50                               0.7
2                                Native                           1984                             2                                50                               0.6
2                                Native                           1984                             3                                50                               0.5
2                                Native                           1984                             4                                50                               0.5
2                                Native                           1984                             5                                300                              1.3
2                                Native                           1984                             6                                300                              2.0
2                                Native                           1984                             7                                300                              1.7
2                                Native                           1984                             8                                300                              1.3
2                                Native                           1984                             9                                300                              1.1
2                                Native                           1984                             10                               300                              0.9
2                                Native                           1984                             11                               200                              0.8
2                                Native                           1984                             12                               200                              0.6
2                                Native                           1985                             1                                200                              0.6
2                                Native                           1985                             2                                200                              0.5
2                                Native                           1985                             3                                200                              0.5
2                                Native                           1985                             4                                200                              0.5
2                                Native                           1985                             5                                300                              1.2
2                                Native                           1985                             6                                300                              2.0
2                                Native                           1985                             7                                300                              1.7
2                                Native                           1985                             8                                300                              1.3
2                                Native                           1985                             9                                300                              1.0
2                                Native                           1985                             10                               300                              0.8
2                                Native                           1985                             11                               300                              0.7
2                                Native                           1985                             12                               300                              0.6
2                                Native                           1986                             1                                300                              0.6
2                                Native                           1986                             2                                300                              0.5
2                                Native                           1986                             3                                200                              0.5
2                                Native                           1986                             4                                200                              0.5
2                                Native                           1986                             5                                200                              1.0
2                                Native                           1986                             6                                200                              1.2
2                                Native                           1986                             7                                200                              1.5
2                                Native                           1986                             8                                200                              1.3
2                                Native                           1986                             9                                100                              1.0
2                                Native                           1986                             10                               50                               0.8
2                                Native                           1986                             11                               50                               0.7
2                                Native                           1986                             12                               50                               0.5
2                                Native                           1987                             1                                50                               0.5
2                                Native                           1987                             2                                50                               0.5
2                                Native                           1987                             3                                50                               0.5
2                                Native                           1987                             4                                50                               0.5
2                                Native                           1987                             5                                300                              1.3
2                                Native                           1987                             6                                400                              2.0
2                                Native                           1987                             7                                400                              1.6
2                                Native                           1987                             8                                400                              1.2
2                                Native                           1987                             9                                300                              0.9
2                                Native                           1987                             10                               300                              0.8
2                                Native                           1987                             11                               200                              0.7
2                                Native                           1987                             12                               200                              0.6
2                                Native                           1988                             1                                200                              0.5
2                                Native                           1988                             2                                200                              0.4
2                                Native                           1988                             3                                200                              0.4
2                                Native                           1988                             4                                200                              0.4
2                                Native                           1988                             5                                400                              1.2
2                                Native                           1988                             6                                400                              2.0
2                                Native                           1988                             7                                400                              1.7
2                                Native                           1988                             8                                500                              1.3
2                                Native                           1988                             9                                400                              1.0
2                                Native                           1988                             10                               300                              0.8
