ApsimVersion = 7.7
Title = 19d) Simunye 1994-95 NCo376 1R Irrigation Treatment 4
                                         SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                                                     ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     20/08/1994        simunye        1994-95          4.000           1994            232             11          alive              1          0.000            0.0          0.000          4.800          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.203          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          104.4            1.2            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        168.420          1.006          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     21/08/1994        simunye        1994-95          4.000           1994            233             12          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.203          2.008          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          107.6            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        173.506          1.010          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     22/08/1994        simunye        1994-95          4.000           1994            234             13          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.208          2.007          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          110.4            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        177.989          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     23/08/1994        simunye        1994-95          4.000           1994            235             14          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          112.8            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        181.942          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     24/08/1994        simunye        1994-95          4.000           1994            236             15          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          115.0            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        185.427          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     25/08/1994        simunye        1994-95          4.000           1994            237             16          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          116.9            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        188.499          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     26/08/1994        simunye        1994-95          4.000           1994            238             17          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          118.5            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        191.208          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     27/08/1994        simunye        1994-95          4.000           1994            239             18          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          120.0            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        193.595          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     28/08/1994        simunye        1994-95          4.000           1994            240             19          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          121.3            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        195.700          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     29/08/1994        simunye        1994-95          4.000           1994            241             20          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          122.5            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        197.556          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     30/08/1994        simunye        1994-95          4.000           1994            242             21          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          123.5            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        199.192          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     31/08/1994        simunye        1994-95          4.000           1994            243             22          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          124.4            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        200.635          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     01/09/1994        simunye        1994-95          4.000           1994            244             23          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          125.2            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        201.906          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     02/09/1994        simunye        1994-95          4.000           1994            245             24          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          125.9            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        203.027          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     03/09/1994        simunye        1994-95          4.000           1994            246             25          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          126.5            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        204.015          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     04/09/1994        simunye        1994-95          4.000           1994            247             26          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          127.0            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        204.887          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     05/09/1994        simunye        1994-95          4.000           1994            248             27          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          127.5            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        205.655          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19d Simunye 1994_95 NCo376 1R Irrigation Treatment 4"        paddock     06/09/1994        simunye        1994-95          4.000           1994            249             28          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          127.9            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        206.332          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
