ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_HE8_T3
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)      sw_dep(8)      sw_dep(9)     sw_dep(10) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot      DeltaTTFM
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()          (oCd)
     31/12/1997             35            365     5.09110100  2138.26062600   381.38382900   213.82606000   167.55776600    98.50357700   102.99682200    12.32566300     0.00000000     3.76861900     4.08460400     0.31598500     2.38075500     1.32774400     0.06011900     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.64011500     2.03454600     0.00000000   113.62557200   146.34738200     1.17016600     1.00000000     3.47222500  2034.54553900     0.00000000    27.86480100     6.88069900    13.35822700    20.95097900     0.12385500     0.01149700     0.14219400     0.08823500     0.01907500     0.00000000      0.14219400     0.00000000     9.00000000     2.75099200     0.00548600     0.00548600     2.75099200     0.00000000     0.00000000     0.00000100     0.01103800     0.02207500     0.02207500     0.02207500     0.02207500     0.00000000     0.00000000     0.00000000     0.00000000   933.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.66500000        0.00000000        0.00000000        0.00000000         0.00000000     3.87838900     0.26100000     0.26100000     4.05709000     3.87838900    21.92642800     6.41528700    12.26168100     9.84218600     3.89807100     0.15856200     6.32069400    -0.00000800    -0.00006100    -0.00038100   933.00000000    18.12683300    11.72021500    24.40397500    17.23029300    11.66918200    12.29384800    12.23952700    14.24924300     9.12035600    15.29391900     0.20073600     0.35072400     0.39314000     0.40523400     0.40569000     0.39830300     0.33839700     0.33000000     0.32000000     0.33000200     0.00000000     0.51232900     1.11023500     1.11100400     0.96392700     0.18089300    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.37497000     0.69605600   113.62557200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    20.07357200    35.07238400    78.62808200    81.04680600    81.13800000    79.66054500    67.67930600    66.00000800    64.00006100    66.00038100         0.16709700        0.09390300     0.55683700     0.55683700    14.30000000
     01/01/1998             36              1     5.12364600  2347.82603100   408.92091200   234.78260000   174.13830900   105.40213000   112.83741400    16.54305900     0.00000000     4.06423600     4.39282200     0.32858600     2.51728400     1.45587000     0.09108100     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.85962700     2.14663800     0.00000000   109.36669200   143.32011400     1.17266400     1.00000000     3.44139100  2146.63787600     0.00000000    27.87219800     6.79787000    13.36409400    20.95654000     0.11209200     0.01323300     0.13652900     0.12812600     0.03096200     0.00000000      0.13652900     0.00000000    10.65000000     3.08610700     0.00611800     0.00611800     3.08610700     0.00000000     0.00000000     0.00000100     0.01071800     0.02143600     0.02143600     0.02143600     0.02143600     0.00000000     0.00000000     0.00000000     0.00000000   960.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.80000000        0.00000000        0.00000000        0.00000000         0.00000000     4.08931200     0.30885000     0.30885000     4.36594000     4.08931200    22.57804100     7.01060100    13.44361900    10.97412900     4.87045300     0.35281400     6.29271700    -0.00000800    -0.00004600    -0.00028200   960.00000000    18.18359200    11.25013300    23.40218500    16.50164000    11.12871600    11.92195500    12.25786600    14.25569100     9.12299300    15.29535200     0.19422000     0.34467700     0.38710600     0.39943900     0.40068000     0.39673200     0.33853600     0.33000000     0.32000000     0.33000100     0.00000000     0.52170600     1.13510800     1.13803400     0.99363700     0.30082800    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.40147800     0.76928200   109.36669200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    19.42195900    34.46769300    77.42127200    79.88784000    80.13591000    79.34635900    67.70728300    66.00000800    64.00004600    66.00028200         0.21300500        0.09584500     0.57626800     0.57626800    15.95000000
     02/01/1998             37              2     5.15649600  2600.92713500   442.23508200   260.09271000   182.14236900   113.50715700   124.88097200    21.70458400     0.00000000     4.36288600     4.70391500     0.34102900     2.67208200     1.56999600     0.12080800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    11.11938300     2.28123400     0.00000000   103.88170600   140.26397700     1.17133200     1.00000000     3.40395000  2281.23432900     0.00000000    33.66244500     6.74210700    16.13551600    25.31011000     0.13459600     0.01309900     0.15479800     0.11412600     0.02972700     0.00000000      0.15479800     0.00000000    10.75000000     3.43438400     0.00677500     0.00677500     3.43438400     0.00000000     0.00000000     0.00000100     0.01041700     0.02083300     0.02083300     0.02083300     0.02083300     0.00000000     0.00000000     0.00000000     0.00000000   987.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.93500000        0.00000000        0.00000000        0.00000000         0.00000000     5.32320400     0.31175000     0.31175000     4.67769000     5.32320400    23.21241200     7.61555900    14.64340200    12.13030200     5.86938500     0.67086800     6.26581600    -0.00000800    -0.00003100    -0.00020600   987.00000000    18.23647700    10.78356100    22.41087500    15.78419500    10.60763900    11.48315300    12.27336100    14.26220800     9.12568000    15.29682800     0.18787600     0.33733100     0.37966500     0.39220000     0.39436900     0.39383700     0.33867100     0.33000000     0.32000000     0.33000100     0.00000000     0.65130500     1.42352100     1.42977200     1.25682900     0.56177700    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.35992500     0.86615200   103.88170600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    18.78758800    33.73313500    75.93307500    78.43992600    78.87378700    78.76735700    67.73418400    66.00000800    64.00003100    66.00020600         0.19196300        0.11978700     0.59847800     0.59847800    16.05000000
     03/01/1998             38              3     5.19051000  2841.28449300   473.83832600   284.12845000   189.70987700   120.95886800   136.48978900    26.67979200     0.00000000     4.65987400     5.01348000     0.35360600     2.80102500     1.70206000     0.15679000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    11.38157800     2.38875800     0.00000000    97.09004200   137.22563200     1.17258600     0.88301800     3.35949500  2388.75816700     0.00000000    31.96752900     6.64034300    17.35587100    24.03573600     0.10752400     0.01325900     0.12894300     0.13206400     0.03598100     0.00000000      0.12894300     0.00000000    11.13054400     3.79866900     0.00745800     0.00745800     3.79866900     0.00000000     0.00000000     0.00000100     0.01013200     0.02026300     0.02026300     0.02026300     0.02026300     0.00000000     0.00000000     0.00000000     0.00000000  1014.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.03330400        0.00000000        0.00000000         0.00000000     6.64034300     0.31024700     0.31024700     4.98793700     7.52005400    23.83435100     8.34872100    16.12387100    13.57511900     7.12875400     1.25253300     6.24079900    -0.00000800    -0.00002300    -0.00015300  1014.00000000    18.28492200    10.32868500    21.44393000    15.08763600    10.11158100    10.98690100    12.28611800    14.26899100     9.12848900    15.29838300     0.18165600     0.32877700     0.37088400     0.38357600     0.38677500     0.38903000     0.33879600     0.33000000     0.32000000     0.33000100     0.00000000     0.77359000     1.69932900     1.70974200     1.51627500     0.94140700    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.33893100     0.91537000    97.09004200     1.00000000     0.88301800     0.78301800     1.00000000     1.00000000    18.16564900    32.87768900    74.17680400    76.71514100    77.35497300    77.80606100    67.75920100    66.00000800    64.00002300    66.00015300         0.16674500        0.14350200     0.61538100     0.61538100    17.25000100
     04/01/1998             39              4     5.22907800  3092.25627200   506.83815300   309.22563000   197.61252600   128.49165400   148.78486400    31.94910900     0.00000000     4.96596000     5.33214600     0.36618600     2.96258200     1.81476600     0.18861200     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    11.65305500     2.53190800     0.00000000    91.82177700   134.09843400     1.17009900     1.00000000     3.32373100  2531.90820900     0.00000000    33.37924600     6.32458600    15.99991800    25.09717800     0.14315000     0.01328700     0.16155800     0.11270600     0.03182200     0.00000000      0.16155800     0.00000000    12.62103900     4.17808800     0.00816500     0.00816500     4.17808800     0.00000000     0.00000000     0.00000100     0.00986200     0.01972400     0.01972400     0.01972400     0.01972400     0.00880500     0.00000000     0.00000000     0.00000000  1026.05267500        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.08492000        0.00000000        0.00000000         0.00000000     5.12928300     0.31937300     0.31937300     5.30731100     5.12928300    24.44761300     9.20129000    17.87216900    15.29679900     8.64585900     2.21423300     6.21871900    -0.00000800    -0.00001500    -0.00011400  1026.05267500    18.32864200     9.89242100    20.49916300    14.39672200     9.59559600    10.38714900    12.29144700    14.27593700     9.13137900    15.29999100     0.17552400     0.32219700     0.36424500     0.37707200     0.38099100     0.38479600     0.33890600     0.33000000     0.32000000     0.33000100     0.00000000     0.57898600     1.27891600     1.28887200     1.15588600     0.82653500     0.00008900    -0.00000000    -0.00000000    -0.00000000     0.31354400     1.01859300    91.82177700     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    17.55238700    32.21972300    72.84891500    75.41433000    76.19825700    76.95922900    67.78118900    66.00000800    64.00001500    66.00011400         0.21199900        0.10737400     0.63678600     0.63678600    17.80000000
     05/01/1998             40              5     5.26461900  3307.67115000   535.09310600   330.76711000   204.32599100   134.74592100   159.48591800    36.53527500     0.00000000     5.22024800     5.59682800     0.37658000     3.08371200     1.91802600     0.21851000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    11.96088500     2.63668600     0.00000000    85.71505000   131.51556400     1.16954100     0.74388800     3.28345500  2636.68583500     0.00000000    28.65017900     5.97542000    18.46679600    21.54148800     0.10477800     0.01112700     0.12113000     0.10326000     0.02989900     0.00000000      0.12113000     0.00000000    11.63057000     4.57331300     0.00889700     0.00889700     4.57331300     0.00000000     0.00000000     0.00000100     0.00974600     0.01949200     0.01949200     0.01949200     0.01949200     0.00891400     0.00000000     0.00000000     0.00000000  1038.40020900        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.15265000        0.00000000        0.00000000         0.00000000     5.97542000     0.26541500     0.26541500     5.57272600     8.03268700    25.04917500     9.85774600    19.19487800    16.59571100     9.80189500     3.06023400     6.19916500    -0.00000800    -0.00001500    -0.00008400  1038.40020900    18.36900300     9.52239200    19.69610000    13.81451100     9.17522500     9.92677100    12.29223900    14.28321900     9.13441800    15.30168600     0.16950800     0.31474300     0.35660400     0.36953000     0.37421100     0.37985700     0.33900200     0.33000000     0.32000000     0.33000000     0.00000000     0.66795800     1.48435900     1.49830000     1.35588600     0.96838600     0.00053200    -0.00000000    -0.00000000    -0.00000000     0.25722500     1.03183800    85.71505000     1.00000000     0.74388800     0.64388800     1.00000000     1.00000000    16.95082500    31.47429700    71.32076300    73.90599100    74.84221600    75.97138200    67.80030100    66.00000800    64.00001500    66.00008400         0.14427100        0.12114300     0.65169400     0.65169400    17.80000000
     06/01/1998             41              6     5.30113600  3532.48003900   564.58403700   353.24800000   211.33603300   141.03405300   170.82084800    41.39310300     0.00000000     5.45490600     5.84059600     0.38569000     3.24299300     1.97619800     0.23571400     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    12.24455800     2.78626300     0.00000000    82.55021700   129.13977100     1.16392200     1.00000000     3.25964900  2786.26335900     0.00000000    29.89958200     5.57175100    14.33727200    22.48088900     0.14957800     0.00986300     0.15928100     0.05817200     0.01720400     0.00000000      0.15928100     0.00000000    11.95000100     4.98196600     0.00965000     0.00965000     4.98196500     0.00000000     0.00000000     0.00000100     0.00963000     0.01926000     0.01926000     0.01926000     0.01926000     0.00898600     0.00000000     0.00000000     0.00000000  1050.99773700        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.23469700        0.00000000        0.00000000         0.00000000     3.04245700     0.24452100     0.24452100     5.81724700     3.04245700    25.64170300    10.60066800    20.71769000    18.10218000    11.15712000     4.04702800     6.18270900    -0.00000800    -0.00001500    -0.00006100  1050.99773700    18.40606900     9.20840600    18.99728000    13.29591800     8.77239600     9.44528300    12.28328400    14.29035400     9.13741300    15.30336800     0.16358300     0.31063000     0.35265000     0.36568600     0.37073400     0.37728300     0.33908300     0.33000000     0.32000000     0.33000000     0.00000000     0.33634200     0.75232700     0.76056500     0.69598100     0.49645700     0.00078500    -0.00000000    -0.00000000    -0.00000000     0.21026500     1.16292000    82.55021700     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    16.35829700    31.06299000    70.52998400    73.13725300    74.14689600    75.45651200    67.81650500    66.00000800    64.00001500    66.00006100         0.18426300        0.06025800     0.67192300     0.67192300    17.25000100
     07/01/1998             42              7     5.33673700  3837.80390700   604.76943900   383.78039000   220.98904800   149.28889300   186.41513100    48.07636700     0.00000000     5.66686300     6.06079300     0.39392900     3.39556900     2.03119200     0.24010300     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    12.53602100     2.93650100     0.00000000    77.48674800   126.99704700     1.15633200     1.00000000     3.22546500  2936.50098000     0.00000000    40.60807400     5.36300200    19.48575200    30.53238700     0.15023800     0.00901000     0.15257600     0.05499300     0.00438800     0.00000000      0.15257600     0.00000000    11.65000000     5.40463700     0.01042200     0.01042200     5.40463700     0.00000000     0.00000000     0.00000100     0.00951500     0.01903000     0.01903000     0.01903000     0.01903000     0.00901900     0.00000000     0.00000000     0.00000000  1063.79452900        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.31897300        0.00000000        0.00000000         0.00000000     4.94378100     0.22096800     0.22096800     6.03821400     4.94378100    26.22020300    11.01211400    21.50611900    18.87015500    11.85208100     4.56124100     6.16782400    -0.00000800    -0.00001500    -0.00004600  1063.79452900    18.44159300     8.90709700    18.33789100    12.81573500     8.42064900     9.05896700    12.27231400    14.29737400     9.14038000    15.30504400     0.15779800     0.30446600     0.34637300     0.35947700     0.36505700     0.37314500     0.33914700     0.33000000     0.32000000     0.33000000     0.00000000     0.54125500     1.21918700     1.23441400     1.13650300     0.80966800     0.00275500    -0.00000000    -0.00000000    -0.00000000     0.15770800     1.40111500    77.48674800     1.00000000     1.00000000     0.98479800     1.00000000     1.00000000    15.77979600    30.44663200    69.27469600    71.89543200    73.01141400    74.62908900    67.82942200    66.00000800    64.00001500    66.00004600         0.12592200        0.09504600     0.69105800     0.69105800    16.95000000
     08/01/1998             43              8     5.36989300  4108.35380600   640.31059800   410.83538000   229.47521700   156.35519700   200.40721100    54.07297200     0.00000000     5.84569800     6.24658500     0.40088700     3.51215900     2.09343600     0.24010300     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    12.82016800     3.05309100     0.00000000    72.34320100   125.19267300     1.15036200     0.89321900     3.19096900  3053.09110700     0.00000000    35.98313500     5.02999800    19.34961200    27.05499000     0.11659000     0.00774500     0.11659000     0.11424300     0.00000000     0.00000000      0.11659000     0.00000000    10.85000000     5.84661500     0.01121000     0.01121000     5.84661500     0.00000000     0.00000000     0.00000100     0.00940000     0.01880100     0.01880100     0.01880100     0.01880100     0.00900200     0.00000000     0.00000000     0.00000000  1076.72250500        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.38361300        0.00000000        0.00000000         0.00000000     5.02999900     0.18658000     0.18658000     6.22479400     5.63131400    26.78928800    11.62669000    22.75779700    20.11084000    12.98693100     5.38765700     6.15692900    -0.00000800    -0.00001500    -0.00003800  1076.72250500    18.47484400     8.64709900    17.77302000    12.40738600     8.12741300     8.74978600    12.25923000    14.30402100     9.14321100    15.30665700     0.15210700     0.29829200     0.34003600     0.35318500     0.35924100     0.36891800     0.33919000     0.33000000     0.32000000     0.33000000     0.00000000     0.54413200     1.23495400     1.25224100     1.16478400     0.82874100     0.00514700    -0.00000000    -0.00000000    -0.00000000     0.11752300     1.58760800    72.34320100     1.00000000     0.89321900     0.79321900     1.00000000     1.00000000    15.21071200    29.82917800    68.00724800    70.63691700    71.84828200    73.78360000    67.83792100    66.00000800    64.00001500    66.00003800         0.09197700        0.09460300     0.70513500     0.70513500    16.15000000
     09/01/1998             44              9     5.40518800  4273.79010800   661.85467500   427.37901000   234.47566500   160.53454800   209.06220700    57.78225600     0.00000000     6.01858900     6.42590900     0.40732000     3.64700800     2.13147800     0.24010300     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    13.08480200     3.18794000     0.00000000    69.90226000   123.44698300     1.14400200     1.00000000     3.17155700  3187.93995500     0.00000000    22.00302900     4.69233000    10.57702000    16.54363000     0.13484900     0.00723500     0.13484900     0.11882700     0.00000000     0.00000000      0.13484900     0.00000000    11.55000000     6.30556600     0.01201100     0.01201100     6.30556600     0.00000000     0.00000000     0.00000100     0.00928700     0.01857500     0.01857500     0.01857500     0.01857500     0.00897900     0.00000000     0.00000000     0.00000000  1089.77367900        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.44886800        0.00000000        0.00000000         0.00000000     2.33333100     0.18012500     0.18012500     6.40492000     2.33333100    27.34971400    12.24223900    24.02195000    21.36838500    14.14944500     6.23207900     6.15036000    -0.00000800    -0.00001500    -0.00003100  1089.77367900    18.50607100     8.41964300    17.26642000    12.03100200     7.83086300     8.39774300    12.23087700    14.31027000     9.14589500    15.30819600     0.14650300     0.29508600     0.33704000     0.35026300     0.35653000     0.36690500     0.33923000     0.33000000     0.32000000     0.33000000     0.00000000     0.24915100     0.57009600     0.57892200     0.54452200     0.38690900     0.00373000    -0.00000000    -0.00000000    -0.00000000     0.10487600     1.71750200    69.90226000     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    14.65028600    29.50861000    67.40795100    70.05269600    71.30603000    73.38101200    67.84590900    66.00000800    64.00001500    66.00003100         0.13698400        0.04314200     0.72061800     0.72061800    16.85000000
     10/01/1998             45             10     5.44063600  4397.66374000   677.86091700   439.76637000   238.09454300   163.56931500   215.60902400    60.58803500     0.00000000     6.18187400     6.59492400     0.41305100     3.78357300     2.15819900     0.24010300     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    13.36650900     3.32450400     0.00000000    68.30831900   121.79714200     1.13808600     1.00000000     3.15696400  3324.50447900     0.00000000    16.47519300     4.53334400     7.92680000    12.38736300     0.13656500     0.00654600     0.13656500     0.12331300     0.00000000     0.00000000      0.13656500     0.00000000    11.59999900     6.77451700     0.01282600     0.01282600     6.77451700     0.00000000     0.00000000     0.00000100     0.00917600     0.01835200     0.01835200     0.01835200     0.01835200     0.00894900     0.00000000     0.00000000     0.00000000  1102.93956500        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.51469800        0.00000000        0.00000000         0.00000000     1.48748900     0.16983100     0.16983100     6.57475100     1.48748900    27.89761000    12.56323200    24.61994200    21.95224000    14.69146000     6.63410900     6.14325700    -0.00000800    -0.00001500    -0.00002300  1102.93956500    18.53647600     8.21014900    16.79910700    11.68157400     7.54892400     8.05413000    12.19263400    14.31608600     9.14841800    15.30965700     0.14102400     0.29279700     0.33508800     0.34839600     0.35480000     0.36559300     0.33926700     0.33000000     0.32000000     0.33000000     0.00000000     0.15703000     0.36244500     0.36859300     0.34863400     0.24738900     0.00339800    -0.00000000    -0.00000000    -0.00000000     0.09376500     1.81123300    68.30831900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    14.10239000    29.27973700    67.01761600    69.67916900    70.95990800    73.11850000    67.85334800    66.00000800    64.00001500    66.00002300         0.14299500        0.02683600     0.73547000     0.73547000    16.89999900
     11/01/1998             46             11     5.47302800  4569.91573600   699.90488600   456.99157000   243.30267000   167.26568600   224.80665400    64.52987600     0.00000000     6.32382600     6.73259500     0.41780200     3.88070600     2.19398400     0.24010300     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    13.64943600     3.44798500     0.00802600    66.10109700   120.36599700     1.12550000     1.00000000     3.13911900  3456.01083000     8.02613900    22.90951500     4.43072800    11.03205500    17.22520000     0.13150600     0.00557800     0.13150600     0.16729200     0.00000000     0.00000000      0.13150600     0.00802600    10.60000000     7.64006300     0.02268500     0.01365200     7.25070600     0.38935700     0.00903300     0.00000100     0.00906700     0.01813300     0.01813300     0.01813300     0.01813300     0.00888100     0.00000000     0.00000000     0.00000000  1116.16341500        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.58081700        0.00000000        0.00000000         0.00000000     2.10061400     0.14753000     0.14753000     6.72228100     2.10061400    28.43247400    12.79313500    25.00955200    22.32556900    15.03746000     6.89622500     6.13639100    -0.00000800    -0.00001500    -0.00002300  1116.16341500    18.56640100     8.02152400    16.38334800    11.37408700     7.30890700     7.77376700    12.15424500    14.32173000     9.15088500    15.31109400     0.13567500     0.28987600     0.33239800     0.34577100     0.35234300     0.36376900     0.33928500     0.33000000     0.32000000     0.33000000     0.00000000     0.21926300     0.51076400     0.52018900     0.49389600     0.34999400     0.00650800    -0.00000000    -0.00000000    -0.00000000     0.07486400     1.97063400    66.10109700     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    13.56752600    28.98760200    66.47968300    69.15424300    70.46864300    72.75378400    67.85710100    66.00000800    64.00001500    66.00002300         0.11060500        0.03692500     0.74821900     0.74902600    15.90000000
     12/01/1998             47             12     5.50618400  4698.17515600   715.88490900   469.81752000   247.04862500   169.61991500   231.72254100    67.49382800     0.00000000     6.46126900     6.86075800     0.42227500     3.94125000     2.25713100     0.24010300     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    13.90797200     3.54861200     0.02040900    64.07568400   118.98014800     1.11064500     1.00000000     3.12240000  3569.02106200    20.40872000    17.05850200     4.28844500     8.23040400    12.82594200     0.11301000     0.00530800     0.11301000     0.17615700     0.00000000     0.00000000      0.11301000     0.01238300    10.84999900     8.71854300     0.03727400     0.01448800     7.73731200     0.98123100     0.02278600     0.00000100     0.00895900     0.01791900     0.01791900     0.01791900     0.01791900     0.00879300     0.00000000     0.00000000     0.00000000  1129.41266600        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.64706300        0.00000000        0.00000000         0.00000000     1.91975200     0.14275100     0.14275100     6.86503100     1.91975200    28.95612000    13.08564400    25.54641700    22.85021200    15.52851900     7.26042200     6.13340000    -0.00000800    -0.00001500    -0.00002300  1129.41266600    18.59567500     7.84070000    15.98408500    11.07851900     7.07706900     7.50215500    12.10898100    14.32718500     9.15328400    15.31250100     0.13043900     0.28716500     0.32994100     0.34337500     0.35009200     0.36209400     0.33929400     0.33000000     0.32000000     0.33000000     0.00000000     0.19786700     0.46545200     0.47473400     0.45315800     0.32069000     0.00785200    -0.00000000    -0.00000000    -0.00000000     0.06869900     2.07790000    64.07568400     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    13.04388000    28.71649000    65.98812900    68.67505600    70.01832600    72.41889200    67.85874900    66.00000800    64.00001500    66.00002300         0.10970600        0.03304400     0.75815200     0.76011800    16.14999900
